Id,País,2009_Quantidade,2009_Valor,2010_Quantidade,2010_Valor,2011_Quantidade,2011_Valor,2012_Quantidade,2012_Valor,2013_Quantidade,2013_Valor,2014_Quantidade,2014_Valor,2015_Quantidade,2015_Valor,2016_Quantidade,2016_Valor,2017_Quantidade,2017_Valor,2018_Quantidade,2018_Valor,2019_Quantidade,2019_Valor,2020_Quantidade,2020_Valor,2021_Quantidade,2021_Valor,2022_Quantidade,2022_Valor,2023_Quantidade,2023_Valor,Categoria
7,Argentina,414008.0,929225.0,446280.0,1005124.0,264816.0,471205.0,170851.0,298692.0,32640.0,73440.0,0.0,0.0,0.0,0.0,1156368.0,2340897.0,2872152.0,5757072.0,1536650.0,2478547.0,1186878.0,1758528.0,2002784.0,3707550.0,4606314.0,7764448.0,3954281.0,8103640.0,2265038,5234176,Uva
8,Áustria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,41,Uva
9,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25630.0,52046.0,2869.0,9184.0,3208.0,9449.0,3482.0,10184.0,3035.0,10694.0,4871,19408,Uva
10,Bahrein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
11,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,214.0,17.0,53.0,113.0,319.0,141,402,Uva
12,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,59.0,110.0,354.0,83.0,197.0,180.0,457.0,163.0,540.0,237,874,Uva
13,Barein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,105.0,958.0,3353.0,250.0,796.0,277.0,937.0,316.0,1159.0,622,2602,Uva
14,Bélgica,1507559.0,3229623.0,1777534.0,4258476.0,122727.0,271655.0,0.0,0.0,0.0,0.0,16848.0,21255.0,88832.0,219060.0,0.0,0.0,0.0,0.0,150493.0,281779.0,176918.0,336252.0,12757.0,24336.0,202.0,664.0,39134.0,95538.0,254,1056,Uva
15,Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,48.0,20.0,32.0,55.0,92.0,117.0,248.0,52,125,Uva
16,Bermudas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,69.0,228.0,1047.0,390.0,1375.0,96.0,323.0,200.0,761.0,194,821,Uva
17,Bolívia,0.0,0.0,0.0,0.0,0.0,0.0,17.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,97.0,0.0,0.0,92974.0,34914.0,436800.0,250134.0,132736.0,67397.0,261712,151770,Uva
18,Bósnia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,67.0,447.0,472.0,0.0,0.0,0.0,0.0,0,0,Uva
19,Brasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,62.0,0.0,0.0,70.0,173.0,109.0,267.0,170,470,Uva
20,Bulgária,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.0,0.0,0.0,0.0,0.0,0,0,Uva
21,Burquina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
22,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
23,Camarões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,149.0,10,66,Uva
24,Camores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,75.0,10.0,34.0,0.0,0.0,0.0,0.0,0,0,Uva
25,Canadá,688878.0,2324716.0,716985.0,1912515.0,834800.0,2251696.0,751591.0,2143723.0,725927.0,1858772.0,292980.0,761641.0,239200.0,582653.0,110752.0,287454.0,12983.0,74228.0,36798.0,171155.0,24565.0,220025.0,86635.0,457420.0,321755.0,1233545.0,383543.0,1497880.0,1175975,3667725,Uva
26,Catar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,4932.0,81.0,298.0,336.0,432.0,5615.0,13665.0,28.0,75.0,2210,6616,Uva
27,"Cayman, Ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,140.0,216.0,638.0,341.0,1130.0,372.0,1121.0,277.0,1145.0,278,1007,Uva
28,Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25963.0,0.0,0.0,25.0,81.0,189.0,457.0,266.0,826.0,109.0,376.0,31.0,125.0,10,38,Uva
29,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,1132.0,1113.0,3171.0,1197.0,3370.0,1744.0,8882.0,945.0,2708.0,1210,5500,Uva
30,Chipre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,1005.0,2173.0,6326.0,3407.0,8717.0,2590.0,6609.0,1867.0,4345.0,1633,5538,Uva
31,Cingapura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.0,5375.0,7081.0,23803.0,6933.0,29402.0,0.0,0.0,0.0,0.0,0,0,Uva
32,"Cocos (Keeling), Ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,55.0,0,0,Uva
33,"Cook, Ilhas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,839,Uva
34,Colômbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,10.0,30.0,13.0,32.0,0,0,Uva
35,Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,54.0,0.0,0.0,0,0,Uva
36,Coreia do Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,119.0,0.0,0.0,0.0,0.0,0,0,Uva
37,Coreia do Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,154.0,270.0,620.0,226.0,517.0,245.0,610.0,142.0,381.0,366,1376,Uva
38,Costa do Marfim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
39,Coveite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,3000.0,20023.0,69921.0,7252.0,33694.0,3725,22339,Uva
40,Croácia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,104.0,10.0,25.0,20.0,28.0,5,12,Uva
41,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0,0,Uva
42,Dinamarca,251800.0,692757.0,364955.0,928499.0,12480.0,34597.0,12480.0,40211.0,111100.0,298900.0,97760.0,272459.0,118565.0,289554.0,12000.0,29594.0,0.0,0.0,102775.0,192891.0,56095.0,130520.0,62450.0,135756.0,109922.0,179960.0,26792.0,50928.0,115901,264623,Uva
43,Djibuti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,0.0,0.0,0.0,0.0,0,0,Uva
44,Egito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,20.0,97.0,0.0,0.0,10.0,36.0,0.0,0.0,50,153,Uva
45,Emirados Árabes Unidos,16728.0,33861.0,80784.0,154936.0,50184.0,109956.0,65280.0,133946.0,233100.0,545937.0,918000.0,2560696.0,1341949.0,3423418.0,1648528.0,4118900.0,1645205.0,4252353.0,365615.0,899131.0,240422.0,697259.0,220576.0,630862.0,99808.0,368528.0,116384.0,401362.0,177198,672359,Uva
46,Eslovênia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,10.0,29.0,0.0,0.0,0.0,0.0,0,0,Uva
47,Espanha,0.0,0.0,127930.0,252454.0,12480.0,33723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14400.0,36070.0,28872.0,51966.0,494802.0,997622.0,1094483.0,2089713.0,1743131.0,3842045.0,4554938.0,8685655.0,3504580.0,6022297.0,4177500,7656023,Uva
48,Estados Unidos,12444690.0,22745590.0,13128195.0,28928695.0,16251053.0,37440295.0,8825628.0,19162062.0,2666978.0,5673245.0,61300.0,175546.0,500450.0,1643930.0,425988.0,1321045.0,1820656.0,5180800.0,2682088.0,8288437.0,6117999.0,16239149.0,7879841.0,22376155.0,13610118.0,36523636.0,9634362.0,26805893.0,19529155,58146305,Uva
49,Falkland (Ilhas Malvinas),0.0,0.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,93.0,20.0,69.0,15.0,100.0,20.0,24.0,60.0,61.0,0,0,Uva
50,"Faroé, Ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,98.0,0.0,0.0,0.0,0.0,0,0,Uva
51,Filipinas,0.0,0.0,15909.0,22258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,311.0,594.0,1849.0,441.0,1135.0,317.0,815.0,137.0,455.0,171,530,Uva
52,Finlândia,58825.0,161700.0,36500.0,120256.0,0.0,0.0,109278.0,445626.0,304120.0,971821.0,152500.0,386650.0,123500.0,253387.0,24000.0,65352.0,111720.0,202785.0,0.0,0.0,0.0,0.0,0.0,0.0,12480.0,23143.0,0.0,0.0,1,21,Uva
53,França,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,16.0,816.0,6549.0,3091.0,12062.0,1419.0,11552.0,367.0,1342.0,200.0,892.0,428,2040,Uva
54,Gabão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,53.0,83,316,Uva
55,Gana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,280.0,0.0,0.0,0,0,Uva
56,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.0,56010.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
57,Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,175.0,231.0,755.0,243.0,709.0,198.0,356.0,125.0,480.0,114,472,Uva
58,Grécia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.0,3566.0,2650.0,7171.0,2802.0,6767.0,4029.0,9972.0,2536.0,6949.0,3036,9131,Uva
59,Guadalupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
60,Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,3754.0,3116.0,7631.0,3902.0,12934.0,4999,17249,Uva
61,Guiana Francesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,3500,Uva
62,Guine Equatorial,30.0,97.0,143.0,496.0,0.0,0.0,80.0,598.0,2912.0,14609.0,4000.0,23363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
63,Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.0,0.0,0.0,0,0,Uva
64,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.0,3283.0,18566.0,118440.0,19362.0,198977.0,27507.0,116504.0,11130.0,81767.0,27717,136684,Uva
65,Ilha de Man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,116.0,150.0,440.0,136.0,411.0,230.0,805.0,124.0,459.0,311,1282,Uva
66,Ilhas Virgens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
67,Índia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,684.0,560.0,1634.0,502.0,1167.0,423.0,1020.0,548.0,1576.0,510,1781,Uva
68,Indonésia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,40.0,0.0,0.0,40.0,103.0,0,0,Uva
69,Irã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,1013.0,218.0,531.0,230.0,481.0,70.0,182.0,0,0,Uva
70,Irlanda,628605.0,2110422.0,220120.0,653560.0,88760.0,135771.0,61300.0,56563.0,80500.0,98900.0,0.0,0.0,0.0,0.0,162885.0,433477.0,199402.0,565158.0,143330.0,243068.0,514814.0,1113084.0,805090.0,1768519.0,1493198.0,3331821.0,1412302.0,3175487.0,629421,1732292,Uva
71,Islândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,36321.0,0.0,0.0,13000.0,20725.0,0.0,0.0,40.0,61.0,0.0,0.0,0.0,0.0,0,0,Uva
72,Itália,103500.0,399731.0,115000.0,381261.0,115000.0,315501.0,118705.0,383214.0,48000.0,144696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,94.0,154.0,387.0,118.0,301.0,10095.0,22820.0,269.0,984.0,29040,96548,Uva
73,Japão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,840.0,721.0,2182.0,779.0,2157.0,476.0,1376.0,377.0,1270.0,393,1413,Uva
74,Jérsei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
75,Jordânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,171.0,31.0,75.0,0.0,0.0,40.0,116.0,0,0,Uva
76,Letônia,0.0,0.0,32400.0,86769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,55.0,40.0,102.0,0.0,0.0,20.0,84.0,44,92,Uva
77,Líbano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,177.0,33.0,119.0,25.0,65.0,0.0,0.0,147,514,Uva
78,Libéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,4183.0,9242.0,29430.0,10238.0,30285.0,10468.0,33255.0,10296.0,36932.0,13876,55239,Uva
79,Líbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,44.0,20.0,55.0,0.0,0.0,0.0,0.0,5,32,Uva
80,Lituânia,45900.0,147364.0,140380.0,340302.0,114350.0,245434.0,111944.0,302874.0,119288.0,263523.0,255411.0,534737.0,133236.0,208166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15150.0,27340.0,30168.0,65259.0,46041,117335,Uva
81,Luxemburgo,0.0,0.0,0.0,0.0,0.0,0.0,4320.0,15993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,2074.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,0.0,53.0,242.0,24,123,Uva
82,Macedônia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,42,Uva
83,Malásia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,101.0,20.0,58.0,2065.0,30729.0,1159.0,13671.0,70.0,276.0,74,335,Uva
84,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,1720.0,4094.0,11635.0,4282.0,11606.0,5445.0,15854.0,3766.0,13755.0,5282,21528,Uva
85,Marrocos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,10.0,34.0,20.0,66.0,0,0,Uva
86,"Marshall, Ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,4184.0,9668.0,30841.0,13769.0,41407.0,12996.0,40008.0,14389.0,50525.0,14858,59743,Uva
87,Martinica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,37,Uva
88,Mauricio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
89,Mauritânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,63.0,0.0,0.0,0,0,Uva
90,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,78,Uva
91,Mônaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,20.0,59.0,0.0,0.0,0.0,0.0,0,0,Uva
92,Mongólia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0,0,Uva
93,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,147.0,33.0,109.0,0.0,0.0,0,0,Uva
94,Nigéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61200.0,82620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
95,Noruega,1406774.0,4007602.0,1016725.0,2766991.0,963990.0,2631452.0,1273703.0,3748091.0,1213647.0,3776488.0,918992.0,2423945.0,604000.0,1490491.0,661500.0,1603529.0,518000.0,1309866.0,168732.0,381452.0,277423.0,638830.0,183232.0,572588.0,255034.0,631068.0,381020.0,594883.0,464880,1524584,Uva
96,Omã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,193.0,43.0,234.0,0.0,0.0,100.0,311.0,0,0,Uva
97,Países Baixos,22662669.0,44184938.0,26149217.0,58803505.0,25334471.0,56063878.0,26638825.0,61694552.0,20822086.0,48735513.0,14927182.0,33260983.0,17860220.0,34025630.0,16136676.0,32374970.0,24328153.0,50499751.0,22330171.0,46725512.0,19526035.0,36061578.0,20360309.0,40052845.0,32469515.0,59035980.0,18874963.0,36345317.0,26855736,62427840,Uva
98,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,307,Uva
99,Panamá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.0,5358.0,8349.0,25288.0,10170.0,25834.0,10378.0,29282.0,10006.0,34309.0,15613,58337,Uva
100,Paquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,108.0,50.0,206.0,0,0,Uva
101,Paraguai,0.0,0.0,577.0,1035.0,0.0,0.0,2005.0,4205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,2881.0,450.0,104.0,0.0,0.0,0,0,Uva
102,Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,68,Uva
103,Polônia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,53.0,4.0,7.0,162.0,445.0,20.0,50.0,66,124,Uva
104,Porto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
105,Portugal,0.0,0.0,0.0,0.0,18.0,28.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13155.0,21707.0,205.0,676.0,945.0,3146.0,15803.0,26426.0,1525.0,4961.0,1943.0,7713.0,14824,45165,Uva
106,Quirguistão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,121,Uva
107,Reino Unido,13299002.0,27473174.0,15023635.0,32927215.0,13266351.0,31910142.0,12426198.0,30179689.0,13294489.0,32153501.0,8957593.0,22621039.0,9569389.0,22726525.0,7619756.0,16444532.0,9034528.0,20326592.0,8558646.0,20872314.0,13501346.0,29677591.0,13978476.0,31486021.0,16631939.0,37513697.0,0.0,0.0,15358148,37383249,Uva
108,Republica Dominicana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Uva
109,Romênia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,13194790.0,28569636.0,0,0,Uva
110,"Rússia,  Federação da",31488.0,70848.0,301102.0,758660.0,501930.0,893448.0,45320.0,104620.0,61440.0,176640.0,66912.0,150552.0,208715.0,335657.0,0.0,0.0,199140.0,477800.0,80.0,454.0,48084.0,101082.0,216906.0,472154.0,283727.0,662540.0,14440.0,32576.0,0,0,Uva
